#time,accel_x,accel_y,accel_z
468.970993,4293.194464,-10658.965565,306.438199
468.971317,2442.679609,-11251.130318,842.705048
468.971642,222.061783,-11547.212695,2068.457845
468.971966,-1258.350101,-12065.356855,1762.019645
468.972290,-2516.700203,-12361.439231,842.705048
468.972614,-3923.091493,-10140.821405,919.314598
468.972938,-4219.173869,-7624.121203,1149.143247
468.973262,-3108.864956,-6513.812290,919.314598
468.973586,-1332.370696,-6661.853478,536.266849
468.973910,222.061783,-7031.956449,1915.238745
468.974234,2146.597232,-7772.162391,1378.971896
468.974558,3775.050304,-7994.224174,459.657299
468.974882,4663.297435,-9400.615463,0.000000
468.975206,5847.626942,-11621.233289,229.828649
468.975530,5773.606348,-13323.706956,76.609550
468.975854,4885.359217,-14063.912898,919.314598
468.976178,3108.864956,-12953.603985,1149.143247
468.976502,1406.391290,-12065.356855,689.485948
468.976827,962.267725,-11695.253884,0.000000
468.977151,1036.288319,-10807.006753,1072.533697
468.977475,1406.391290,-10362.883188,1455.581446
468.977799,740.205942,-9548.656652,2068.457845
468.978123,740.205942,-8882.471304,2451.505594
468.978447,0.000000,-8142.265362,1072.533697
468.978771,-296.082377,-8142.265362,536.266849
468.979095,370.102971,-9030.512492,-229.828649
468.979419,1406.391290,-9918.759623,0.000000
468.979743,2220.617826,-9992.780217,383.047749
468.980067,2886.803174,-9992.780217,689.485948
468.980391,2886.803174,-9400.615463,689.485948
468.980715,2960.823768,-9622.677246,1378.971896
468.981039,3108.864956,-9844.739029,612.876398
468.981363,3627.009116,-9696.697840,1838.629195
468.981688,3849.070898,-9474.636058,2681.334243
468.982012,4367.215058,-9474.636058,3370.820191
468.982336,4145.153275,-9252.574275,3294.210641
468.982660,3775.050304,-8956.491898,3294.210641
468.982984,3552.988522,-9622.677246,2604.724693
468.983308,3404.947333,-10066.800811,2451.505594
468.983632,3034.844362,-10362.883188,2604.724693
468.983956,3108.864956,-10288.862594,3140.991542
468.984280,2664.741391,-11029.068536,2834.553343
468.984604,1406.391290,-11177.109724,2451.505594
468.984928,222.061783,-10288.862594,2451.505594
468.985252,0.000000,-8660.409521,2221.676944
468.985576,1184.329507,-7846.182985,2834.553343
468.985900,2516.700203,-6957.935855,3447.429741
468.986224,4071.132681,-6513.812290,4213.525239
468.986548,4811.338623,-6439.791695,4443.353888
468.986873,5403.503377,-7179.997637,4290.134789
468.987197,4885.359217,-7698.141797,3677.258390
468.987521,4219.173869,-8068.244768,3294.210641
468.987845,2220.617826,-8660.409521,3294.210641
468.988169,592.164754,-10140.821405,3677.258390
468.988493,-1850.514855,-11399.171507,2834.553343
468.988817,-3404.947333,-11843.295072,2681.334243
468.989141,-3478.967927,-11621.233289,2451.505594
468.989465,-1850.514855,-10732.986159,2757.943793
468.989789,1554.432478,-9696.697840,3600.648841
468.990113,4589.276840,-9178.553681,3753.867940
468.990437,5551.544565,-8586.388927,3677.258390
468.990761,5107.421000,-8808.450710,3600.648841
468.991085,3849.070898,-8956.491898,3064.381992
468.991409,2664.741391,-8808.450710,2834.553343
468.991734,2072.576638,-8956.491898,2221.676944
468.992058,1776.494261,-9030.512492,2757.943793
468.992382,2294.638420,-9622.677246,2528.115143
468.992706,2220.617826,-10584.944971,2834.553343
468.993030,444.123565,-11473.192101,2451.505594
468.993354,-1332.370696,-11399.171507,1608.800546
468.993678,-3775.050304,-10658.965565,1302.362347
468.994002,-4811.338623,-9548.656652,766.095498
468.994326,-4071.132681,-8660.409521,1072.533697
468.994650,-962.267725,-8290.306550,1532.190996
468.994974,3108.864956,-8438.347739,2374.896044
468.995298,5551.544565,-8882.471304,1762.019645
468.995622,5699.585753,-8586.388927,919.314598
468.995946,4737.318029,-8364.327145,-153.219100
468.996270,2812.782580,-8216.285956,-995.924147
468.996594,1776.494261,-8882.471304,-1225.752797
468.996919,1776.494261,-9770.718434,-612.876398
468.997243,2812.782580,-11103.089130,0.000000
468.997567,3182.885551,-11251.130318,842.705048
468.997891,2886.803174,-11621.233289,536.266849
468.998215,814.226536,-11029.068536,-612.876398
468.998539,-1332.370696,-10066.800811,-1225.752797
468.998863,-2368.659014,-9844.739029,-995.924147
468.999187,-1776.494261,-10362.883188,-689.485948
468.999511,-1184.329507,-10436.903782,-536.266849
468.999836,-518.144159,-9770.718434,-766.095498
469.000160,0.000000,-9252.574275,-2145.067394
469.000484,1184.329507,-8290.306550,-2834.553343
469.000808,2812.782580,-7846.182985,-2834.553343
469.001132,4885.359217,-9104.533087,-2145.067394
469.001456,5107.421000,-10288.862594,-995.924147
469.001780,3997.112087,-11769.274478,-536.266849
