#time,accel_x,accel_y,accel_z
876.661881,6291.750507,-9844.739029,3217.601092
876.662205,5033.400406,-10436.903782,3140.991542
876.662530,2960.823768,-11325.150913,3064.381992
876.662854,1480.411884,-11621.233289,2374.896044
876.663178,-740.205942,-11399.171507,1455.581446
876.663502,-2442.679609,-9326.594869,0.000000
876.663826,-5033.400406,-10362.883188,-1532.190996
876.664150,-7031.956449,-13397.727550,-689.485948
876.664474,-6291.750507,-12213.398043,-1532.190996
876.664798,-4959.379811,-8290.306550,-383.047749
876.665122,-3775.050304,-5995.668130,919.314598
876.665446,-1850.514855,-5921.647536,766.095498
876.665770,-370.102971,-7402.059420,-153.219100
876.666094,0.000000,-6439.791695,536.266849
876.666418,222.061783,-7031.956449,766.095498
876.666743,814.226536,-9104.533087,536.266849
876.667067,1110.308913,-11103.089130,153.219100
876.667391,1184.329507,-11843.295072,1302.362347
876.667715,1628.453072,-12435.459826,1302.362347
876.668039,1036.288319,-12953.603985,1378.971896
876.668363,0.000000,-13619.789333,1685.410096
876.668687,-518.144159,-11843.295072,2068.457845
876.669011,-222.061783,-9770.718434,2221.676944
876.669335,-444.123565,-9548.656652,2145.067394
876.669659,-1406.391290,-8734.430116,1378.971896
876.669983,-2442.679609,-8216.285956,1762.019645
876.670307,-4219.173869,-8660.409521,1532.190996
876.670631,-5403.503377,-9178.553681,1915.238745
876.670955,-6587.832884,-7846.182985,306.438199
876.671280,-7772.162391,-7698.141797,-306.438199
876.671604,-8364.327145,-9474.636058,0.000000
876.671928,-7179.997637,-12065.356855,306.438199
876.672252,-4663.297435,-11991.336260,1455.581446
876.672576,-3256.906145,-10881.027347,3830.477490
876.672900,-2220.617826,-10288.862594,4903.011187
876.673224,-962.267725,-10807.006753,4443.353888
876.673548,0.000000,-11843.295072,4443.353888
876.673872,1702.473667,-11695.253884,5209.449386
876.674196,3034.844362,-11547.212695,5669.106685
876.674520,3404.947333,-10436.903782,5898.935335
876.674844,2220.617826,-8438.347739,5132.839837
876.675168,-1036.288319,-6365.771101,3677.258390
876.675493,-4219.173869,-5995.668130,2451.505594
876.675817,-7105.977043,-7105.977043,1378.971896
876.676141,-8586.388927,-7772.162391,383.047749
876.676465,-9252.574275,-6957.935855,689.485948
876.676789,-8660.409521,-6883.915261,1072.533697
876.677113,-7846.182985,-7994.224174,2145.067394
876.677437,-6365.771101,-9770.718434,2987.772442
876.677761,-3775.050304,-11473.192101,4366.744339
876.678085,-296.082377,-11103.089130,5745.716235
876.678409,3404.947333,-11103.089130,7201.297681
876.678733,6069.688724,-10362.883188,8120.612279
876.679057,6069.688724,-10288.862594,7354.516781
876.679381,3701.029710,-10584.944971,5975.544884
876.679706,592.164754,-10288.862594,4596.572988
876.680030,-1998.556043,-8956.491898,3524.039291
876.680354,-3849.070898,-7846.182985,2374.896044
876.680678,-6439.791695,-5329.482782,-1149.143247
876.681002,-9030.512492,-5773.606348,-1685.410096
876.681326,-9918.759623,-9326.594869,-995.924147
876.681650,-6735.874072,-10436.903782,-689.485948
876.681974,-4145.153275,-9548.656652,612.876398
876.682298,-3627.009116,-8290.306550,3447.429741
876.682622,-1776.494261,-7698.141797,3600.648841
876.682946,222.061783,-9770.718434,3370.820191
876.683270,1850.514855,-10807.006753,3830.477490
876.683594,4589.276840,-11843.295072,5822.325785
876.683919,7328.038826,-12435.459826,5439.278036
876.684243,7031.956449,-11621.233289,5056.230287
876.684567,4737.318029,-9844.739029,4290.134789
876.684891,370.102971,-7994.224174,919.314598
876.685215,-5699.585753,-8364.327145,-3524.039291
876.685539,-10140.821405,-12065.356855,-3140.991542
876.685863,-8734.430116,-13101.645173,-2757.943793
876.686187,-3404.947333,-11843.295072,-2757.943793
876.686511,-3404.947333,-10362.883188,-229.828649
876.686835,-4219.173869,-9326.594869,459.657299
876.687159,-3627.009116,-9992.780217,-766.095498
876.687483,-3923.091493,-9992.780217,-766.095498
876.687807,-2368.659014,-8734.430116,689.485948
876.688132,1850.514855,-9770.718434,3140.991542
876.688456,5995.668130,-11843.295072,3524.039291
876.688780,5551.544565,-12065.356855,3830.477490
876.689104,1998.556043,-10807.006753,3370.820191
876.689428,-1258.350101,-9696.697840,1149.143247
876.689752,-3552.988522,-10066.800811,-689.485948
876.690076,-4145.153275,-9104.533087,-842.705048
876.690399,-3034.844362,-7179.997637,-1302.362347
876.690723,-2960.823768,-8364.327145,-612.876398
876.691047,-5107.421000,-9770.718434,-842.705048
876.691371,-5773.606348,-10436.903782,-612.876398
876.691694,-4589.276840,-9770.718434,-229.828649
876.692018,-2664.741391,-8290.306550,-306.438199
876.692342,-2294.638420,-8512.368333,842.705048
876.692666,-2368.659014,-9918.759623,1532.190996
876.692990,-2146.597232,-11103.089130,1149.143247
876.693314,-2146.597232,-10658.965565,1378.971896
876.693638,-1258.350101,-8438.347739,612.876398
876.693962,-222.061783,-7031.956449,0.000000
876.694286,-1480.411884,-8512.368333,0.000000
876.694610,-2442.679609,-9622.677246,612.876398
876.694933,-1702.473667,-9474.636058,766.095498
876.695257,-666.185348,-8364.327145,612.876398
876.695581,-888.247130,-7994.224174,0.000000
876.695905,-2812.782580,-9178.553681,459.657299
876.696229,-4441.235652,-9918.759623,1455.581446
876.696553,-4293.194464,-10807.006753,1762.019645
876.696877,-2738.761985,-10584.944971,2221.676944
876.697201,-1702.473667,-9178.553681,2374.896044
876.697525,-1184.329507,-8438.347739,1762.019645
876.697849,-296.082377,-9252.574275,2528.115143
876.698172,444.123565,-10807.006753,3217.601092
876.698496,1850.514855,-10214.842000,2298.286494
876.698820,1332.370696,-7550.100608,-995.924147
876.699144,-1110.308913,-8216.285956,-995.924147
876.699468,-1406.391290,-11769.274478,612.876398
876.699792,1776.494261,-13323.706956,383.047749
876.700116,1036.288319,-13323.706956,766.095498
876.700440,-1036.288319,-12435.459826,1532.190996
876.700764,-1406.391290,-10510.924376,919.314598
876.701088,-148.041188,-10732.986159,536.266849
876.701411,666.185348,-10510.924376,1991.848295
876.701735,1554.432478,-10214.842000,2528.115143
876.702059,1998.556043,-9400.615463,1762.019645
876.702383,1406.391290,-7476.080014,2834.553343
876.702707,1998.556043,-6661.853478,3217.601092
876.703031,2590.720797,-6365.771101,1378.971896
876.703355,0.000000,-8586.388927,-536.266849
876.703679,-2886.803174,-10214.842000,-766.095498
876.704003,-1998.556043,-9992.780217,-306.438199
876.704327,1406.391290,-9474.636058,76.609550
876.704651,1480.411884,-10066.800811,153.219100
876.704974,0.000000,-10140.821405,383.047749
876.705298,-740.205942,-10066.800811,306.438199
876.705622,592.164754,-9844.739029,459.657299
876.705946,1850.514855,-9474.636058,1378.971896
876.706270,1850.514855,-8882.471304,1608.800546
876.706594,1332.370696,-8586.388927,1762.019645
876.706918,2072.576638,-9252.574275,2221.676944
876.707242,3404.947333,-9252.574275,1685.410096
876.707566,1776.494261,-8734.430116,919.314598
876.707890,-2220.617826,-8734.430116,-459.657299
876.708213,-4589.276840,-9844.739029,-1302.362347
876.708537,-3256.906145,-9548.656652,-1762.019645
876.708861,-1406.391290,-9178.553681,-2068.457845
876.709185,-2368.659014,-9104.533087,-1685.410096
876.709509,-2960.823768,-9400.615463,-1532.190996
876.709833,-666.185348,-9474.636058,0.000000
876.710157,2220.617826,-9104.533087,-383.047749
876.710481,2590.720797,-8956.491898,153.219100
876.710805,1110.308913,-8808.450710,612.876398
876.711129,222.061783,-9770.718434,612.876398
876.711452,1332.370696,-10140.821405,995.924147
876.711776,1554.432478,-9844.739029,1685.410096
876.712100,666.185348,-10436.903782,1455.581446
876.712424,-888.247130,-10658.965565,459.657299
876.712748,-1258.350101,-9992.780217,-919.314598
876.713072,-1554.432478,-9474.636058,-2911.162892
876.713396,-3997.112087,-10732.986159,-2834.553343
876.713720,-5921.647536,-12213.398043,-3677.258390
876.714044,-5477.523971,-11473.192101,-3600.648841
876.714368,-3701.029710,-9844.739029,-2834.553343
876.714691,-1702.473667,-9474.636058,-3217.601092
876.715015,-814.226536,-10807.006753,-1532.190996
876.715339,1036.288319,-11769.274478,-995.924147
876.715663,3478.967927,-10955.047942,536.266849
876.715987,4663.297435,-9992.780217,842.705048
876.716311,2812.782580,-10140.821405,1225.752797
876.716635,1110.308913,-11177.109724,1838.629195
876.716959,1036.288319,-10807.006753,459.657299
876.717283,1332.370696,-10066.800811,-919.314598
876.717607,-888.247130,-9918.759623,-1302.362347
876.717930,-2368.659014,-9918.759623,-2374.896044
876.718254,-148.041188,-9400.615463,-1532.190996
876.718578,2590.720797,-8290.306550,-1915.238745
876.718902,2368.659014,-7920.203579,-1378.971896
876.719226,444.123565,-8364.327145,-2221.676944
876.719550,0.000000,-9030.512492,-1685.410096
876.719874,1036.288319,-9104.533087,-766.095498
876.720198,1998.556043,-9104.533087,-383.047749
876.720522,1554.432478,-9474.636058,1225.752797
876.720846,888.247130,-10140.821405,1991.848295
876.721170,1406.391290,-10510.924376,2068.457845
876.721493,1998.556043,-9474.636058,1685.410096
876.721817,518.144159,-9178.553681,919.314598
876.722141,-1702.473667,-9770.718434,919.314598
876.722465,-2220.617826,-9844.739029,459.657299
876.722789,-740.205942,-9178.553681,306.438199
876.723113,-148.041188,-8512.368333,0.000000
876.723437,-1258.350101,-8956.491898,-229.828649
876.723761,-1628.453072,-8956.491898,76.609550
876.724085,0.000000,-8216.285956,-459.657299
876.724409,962.267725,-8734.430116,0.000000
876.724732,0.000000,-9548.656652,612.876398
876.725056,-1332.370696,-10584.944971,612.876398
876.725380,-1480.411884,-10288.862594,536.266849
876.725704,-592.164754,-9474.636058,689.485948
876.726028,-888.247130,-9252.574275,995.924147
876.726352,-888.247130,-10288.862594,1838.629195
876.726676,0.000000,-10955.047942,2451.505594
876.727000,962.267725,-10140.821405,1608.800546
876.727324,1332.370696,-9030.512492,1455.581446
876.727648,-592.164754,-9104.533087,76.609550
876.727971,-2368.659014,-9252.574275,306.438199
876.728295,-1480.411884,-9622.677246,229.828649
876.728619,0.000000,-9918.759623,-536.266849
876.728943,-370.102971,-9770.718434,-842.705048
876.729267,-1332.370696,-10140.821405,-459.657299
876.729591,-888.247130,-9474.636058,0.000000
876.729915,296.082377,-9548.656652,-383.047749
876.730239,-444.123565,-9918.759623,-76.609550
876.730563,-2368.659014,-10584.944971,459.657299
876.730887,-2664.741391,-10658.965565,1149.143247
876.731210,-666.185348,-9696.697840,1302.362347
876.731534,888.247130,-9252.574275,766.095498
876.731858,148.041188,-9326.594869,1378.971896
876.732182,-666.185348,-9918.759623,689.485948
876.732506,0.000000,-10288.862594,689.485948
876.732830,1406.391290,-9400.615463,0.000000
876.733154,1406.391290,-8808.450710,383.047749
876.733478,370.102971,-9548.656652,536.266849
876.733802,-222.061783,-9992.780217,76.609550
876.734126,814.226536,-9622.677246,-153.219100
876.734449,1258.350101,-9400.615463,-842.705048
876.734773,740.205942,-9770.718434,-306.438199
876.735097,1036.288319,-9918.759623,306.438199
876.735421,2368.659014,-9178.553681,459.657299
876.735745,2072.576638,-8142.265362,153.219100
876.736069,518.144159,-8882.471304,0.000000
876.736393,-1258.350101,-9474.636058,-383.047749
876.736717,-740.205942,-9178.553681,-842.705048
876.737041,1036.288319,-8438.347739,-306.438199
876.737365,1184.329507,-8660.409521,-612.876398
876.737689,0.000000,-9474.636058,-459.657299
876.738012,-222.061783,-9992.780217,-459.657299
876.738336,1332.370696,-10436.903782,229.828649
876.738660,1184.329507,-10214.842000,0.000000
876.738984,148.041188,-9992.780217,-153.219100
