#time,accel_x,accel_y,accel_z
552.389837,-370.102971,-9474.636058,0.000000
552.390160,0.000000,-9326.594869,229.828649
552.390484,148.041188,-9696.697840,0.000000
552.390808,0.000000,-9474.636058,229.828649
552.391132,-148.041188,-9770.718434,76.609550
552.391456,0.000000,-10066.800811,-153.219100
552.391780,-370.102971,-9696.697840,-229.828649
552.392104,-592.164754,-9696.697840,0.000000
552.392428,-296.082377,-9474.636058,0.000000
552.392752,0.000000,-9696.697840,306.438199
552.393075,0.000000,-9696.697840,76.609550
552.393399,148.041188,-9770.718434,0.000000
552.393723,-444.123565,-9474.636058,0.000000
552.394047,-148.041188,-9548.656652,0.000000
552.394371,0.000000,-9696.697840,-153.219100
552.394695,-222.061783,-9844.739029,-153.219100
552.395019,74.020594,-9474.636058,0.000000
552.395343,74.020594,-9770.718434,0.000000
552.395667,444.123565,-9918.759623,0.000000
552.395990,148.041188,-9622.677246,76.609550
552.396314,74.020594,-9622.677246,0.000000
552.396638,148.041188,-9622.677246,-153.219100
552.396962,222.061783,-9696.697840,0.000000
552.397286,148.041188,-9696.697840,-459.657299
552.397610,0.000000,-9474.636058,76.609550
552.397934,370.102971,-9622.677246,0.000000
552.398258,222.061783,-9770.718434,0.000000
552.398582,74.020594,-9622.677246,0.000000
552.398906,148.041188,-9770.718434,0.000000
552.399229,0.000000,-9622.677246,0.000000
552.399553,0.000000,-9548.656652,0.000000
552.399877,0.000000,-9770.718434,153.219100
552.400201,0.000000,-9474.636058,-153.219100
552.400525,222.061783,-9622.677246,-229.828649
552.400849,0.000000,-9770.718434,0.000000
552.401173,222.061783,-9770.718434,0.000000
552.401497,296.082377,-9326.594869,229.828649
552.401821,666.185348,-9548.656652,76.609550
552.402144,518.144159,-9992.780217,76.609550
552.402468,222.061783,-10066.800811,153.219100
552.402792,-592.164754,-10288.862594,153.219100
552.403116,-1480.411884,-9992.780217,-153.219100
552.403440,-1332.370696,-9474.636058,306.438199
552.403764,-962.267725,-9104.533087,153.219100
552.404088,222.061783,-9326.594869,995.924147
552.404412,814.226536,-9622.677246,689.485948
552.404736,1480.411884,-9326.594869,536.266849
552.405059,1406.391290,-9474.636058,459.657299
552.405383,1036.288319,-9770.718434,306.438199
552.405707,888.247130,-9770.718434,0.000000
552.406031,-370.102971,-9696.697840,76.609550
552.406355,-1110.308913,-10066.800811,-153.219100
552.406679,-1332.370696,-10584.944971,76.609550
552.407003,-740.205942,-10140.821405,306.438199
552.407327,74.020594,-9696.697840,766.095498
552.407651,1406.391290,-9622.677246,1149.143247
552.407974,2368.659014,-9252.574275,1532.190996
552.408298,2960.823768,-9622.677246,1608.800546
552.408622,2886.803174,-9844.739029,2298.286494
552.408946,2220.617826,-9104.533087,766.095498
552.409270,1850.514855,-9252.574275,459.657299
552.409594,518.144159,-9548.656652,0.000000
552.409918,-222.061783,-10140.821405,-383.047749
