#time,accel_x,accel_y,accel_z
472.138213,4737.318029,-6957.935855,1991.848295
472.138537,5995.668130,-7550.100608,2451.505594
472.138861,7031.956449,-7772.162391,2068.457845
472.139186,6587.832884,-8216.285956,536.266849
472.139510,3997.112087,-9844.739029,-306.438199
472.139834,740.205942,-10436.903782,0.000000
472.140158,-814.226536,-11399.171507,229.828649
472.140482,-2516.700203,-11917.315666,1225.752797
472.140807,-3256.906145,-11695.253884,459.657299
472.141131,-4071.132681,-10140.821405,0.000000
472.141455,-5477.523971,-9030.512492,-383.047749
472.141779,-5181.441594,-7846.182985,-689.485948
472.142103,-3256.906145,-7179.997637,-229.828649
472.142428,-1924.535449,-7550.100608,766.095498
472.142752,-444.123565,-7550.100608,689.485948
472.143076,2072.576638,-7476.080014,0.000000
472.143400,3849.070898,-7994.224174,-306.438199
472.143724,4663.297435,-9474.636058,-536.266849
472.144049,2960.823768,-12139.377449,-1149.143247
472.144373,888.247130,-13693.809927,-1225.752797
472.144697,-222.061783,-13175.665768,-1302.362347
472.145021,-962.267725,-12657.521608,-842.705048
472.145345,-1110.308913,-12213.398043,-536.266849
472.145670,-740.205942,-12065.356855,-536.266849
472.145994,-666.185348,-10658.965565,-383.047749
472.146318,-370.102971,-10066.800811,-229.828649
472.146642,-296.082377,-9696.697840,459.657299
472.146966,0.000000,-8882.471304,0.000000
472.147291,370.102971,-8216.285956,-459.657299
472.147615,814.226536,-7772.162391,-1915.238745
472.147939,296.082377,-8068.244768,-2068.457845
472.148263,0.000000,-9622.677246,-1608.800546
472.148588,-888.247130,-10658.965565,-2604.724693
472.148912,-1258.350101,-10658.965565,-1302.362347
472.149236,-740.205942,-10140.821405,-766.095498
472.149560,1184.329507,-10436.903782,153.219100
472.149884,1924.535449,-10807.006753,1225.752797
472.150209,2294.638420,-10214.842000,1685.410096
472.150533,740.205942,-9104.533087,1532.190996
472.150857,-592.164754,-9474.636058,1072.533697
472.151181,-1184.329507,-9474.636058,0.000000
472.151505,-962.267725,-8142.265362,-842.705048
472.151830,-962.267725,-7698.141797,-1455.581446
472.152154,-296.082377,-8808.450710,-1455.581446
472.152478,0.000000,-9548.656652,-1532.190996
472.152802,296.082377,-9326.594869,-536.266849
472.153126,-666.185348,-9770.718434,-459.657299
472.153451,-740.205942,-10436.903782,-306.438199
472.153775,0.000000,-10288.862594,0.000000
472.154099,1554.432478,-9918.759623,1608.800546
472.154423,3034.844362,-9844.739029,2451.505594
472.154747,2812.782580,-9400.615463,2068.457845
472.155072,1702.473667,-8808.450710,1762.019645
