#time,accel_x,accel_y,accel_z
490.717691,2886.803174,-7254.018232,229.828649
490.718016,5403.503377,-6883.915261,1838.629195
490.718340,7476.080014,-8216.285956,1991.848295
490.718664,8660.409521,-9474.636058,2145.067394
490.718988,8142.265362,-9548.656652,1838.629195
490.719313,5773.606348,-10436.903782,2298.286494
490.719637,2590.720797,-11769.274478,1915.238745
490.719961,370.102971,-12213.398043,1608.800546
490.720285,-2220.617826,-11917.315666,2298.286494
490.720610,-3404.947333,-11103.089130,995.924147
490.720934,-3701.029710,-9844.739029,459.657299
490.721258,-3775.050304,-8882.471304,612.876398
490.721582,-3404.947333,-7772.162391,459.657299
490.721906,-2738.761985,-7031.956449,383.047749
490.722231,-1628.453072,-6661.853478,689.485948
490.722555,-222.061783,-6365.771101,1378.971896
490.722879,1702.473667,-7105.977043,612.876398
490.723203,3108.864956,-7254.018232,1225.752797
490.723528,4663.297435,-9252.574275,536.266849
490.723852,5107.421000,-11029.068536,689.485948
490.724176,4811.338623,-12213.398043,1532.190996
490.724500,3923.091493,-12731.542202,1838.629195
490.724824,3775.050304,-12139.377449,1762.019645
490.725149,2886.803174,-11843.295072,1838.629195
490.725473,2368.659014,-11843.295072,995.924147
490.725797,1332.370696,-11103.089130,1149.143247
490.726121,740.205942,-10510.924376,1378.971896
490.726446,666.185348,-9844.739029,1608.800546
490.726770,1406.391290,-9474.636058,1378.971896
490.727094,2368.659014,-9474.636058,1225.752797
490.727418,2738.761985,-9474.636058,689.485948
490.727743,3330.926739,-9992.780217,689.485948
490.728067,3404.947333,-10362.883188,689.485948
490.728391,3404.947333,-11547.212695,1455.581446
490.728715,3182.885551,-11843.295072,1685.410096
490.729039,3330.926739,-11547.212695,2451.505594
490.729364,3775.050304,-10955.047942,2834.553343
490.729688,4145.153275,-10362.883188,3217.601092
490.730012,3404.947333,-9474.636058,3677.258390
490.730336,2960.823768,-8290.306550,3217.601092
490.730661,2590.720797,-7772.162391,3447.429741
490.730985,2442.679609,-7550.100608,3600.648841
490.731309,2738.761985,-6957.935855,2911.162892
490.731633,3256.906145,-6661.853478,2681.334243
490.731957,3552.988522,-6587.832884,2834.553343
490.732282,3404.947333,-7328.038826,2145.067394
490.732606,3034.844362,-8586.388927,2834.553343
490.732930,2516.700203,-9992.780217,3983.696590
490.733254,1258.350101,-11695.253884,3370.820191
490.733579,518.144159,-12213.398043,3600.648841
490.733903,0.000000,-11547.212695,3677.258390
490.734227,148.041188,-10362.883188,4136.915689
490.734551,888.247130,-9474.636058,4366.744339
490.734876,1998.556043,-8512.368333,4213.525239
