#time,accel_x,accel_y,accel_z
502.947376,1702.473667,-11695.253884,3600.648841
502.947700,222.061783,-13175.665768,1838.629195
502.948024,-2442.679609,-11547.212695,76.609550
502.948349,-4515.256246,-9178.553681,-995.924147
502.948673,-3923.091493,-8216.285956,-1225.752797
502.948997,-1924.535449,-8882.471304,-229.828649
502.949321,592.164754,-8586.388927,766.095498
502.949646,3997.112087,-7698.141797,1532.190996
502.949970,6069.688724,-8068.244768,2221.676944
502.950294,6661.853478,-9770.718434,1378.971896
502.950619,6513.812290,-10955.047942,1072.533697
502.950943,5995.668130,-11843.295072,1378.971896
502.951267,5329.482782,-11991.336260,1378.971896
502.951592,3330.926739,-12435.459826,1072.533697
502.951916,592.164754,-11843.295072,76.609550
502.952240,-1184.329507,-11843.295072,-1149.143247
502.952565,-2516.700203,-11029.068536,-1225.752797
502.952889,-2442.679609,-10510.924376,-1378.971896
502.953213,-1924.535449,-9400.615463,-612.876398
502.953538,-1110.308913,-8660.409521,383.047749
502.953862,1036.288319,-8142.265362,842.705048
502.954186,2812.782580,-8290.306550,1455.581446
502.954511,3997.112087,-8586.388927,1149.143247
502.954835,4367.215058,-9252.574275,1838.629195
502.955159,4811.338623,-10658.965565,1838.629195
502.955484,5847.626942,-11029.068536,1608.800546
502.955808,6069.688724,-11251.130318,1608.800546
502.956132,5625.565159,-11843.295072,1915.238745
502.956457,4811.338623,-11917.315666,1608.800546
502.956781,3701.029710,-11103.089130,2145.067394
502.957105,2738.761985,-9918.759623,2528.115143
502.957430,2442.679609,-9548.656652,2834.553343
502.957754,1480.411884,-9474.636058,2911.162892
502.958078,148.041188,-8438.347739,2987.772442
502.958402,0.000000,-7550.100608,2757.943793
502.958727,-296.082377,-7254.018232,2987.772442
502.959051,148.041188,-7179.997637,2528.115143
502.959375,888.247130,-7105.977043,2604.724693
502.959700,1258.350101,-6957.935855,2451.505594
502.960024,1850.514855,-7920.203579,2987.772442
502.960348,1480.411884,-8586.388927,2451.505594
502.960673,2442.679609,-9622.677246,3064.381992
502.960997,3627.009116,-10362.883188,3753.867940
502.961321,4367.215058,-10732.986159,4060.306139
502.961646,4367.215058,-10807.006753,4136.915689
502.961970,3849.070898,-11029.068536,4366.744339
